,link,name,price,rating,description,how_to_use,country_of_origin
32,https://goldapple.ru/19760313139-tobacco-tonka-bean,BANANA REPUBLIC Tobacco & Tonka Bean,5 662₽,4.6,"Восточный гурманский аромат Tobacco & Tonka Bean от Banana Republic очаровывает верхними нотами груши Анжу и золотистой сливы Мирабель. В сердце декадентской, соблазнительной композиции – кокос и листья табака, дополняющие насыщенность и сливочную сладость ванили.Бобы тонка подчеркивают тёмный, чувственный характер инновационного и многогранного аромата.Парфюмер – Gino Percontino.",Только для наружного применения.,Франция
33,https://goldapple.ru/19000094654-morning,DEXCLUSIVE Morning Sandalwood Jasmine,356₽,4.8,"Подарите себе приятный ритуал ухода в сопровождении чарующих ароматов вместе с DEXCLUSIVE.Гель для душа Morning – настоящий взрыв.Аромат яркий, приятный. Остается на теле еще в течение нескольких часов, но не перебивает аромат парфюма.Гель для душа отлично расслабляет после тяжелого дня.Гель для душа очень приятный, не липкий, хорошо распределяется по телу, как с помощью мочалки, так и рук.Консистенция геля достаточно жидкая, расход продукта экономичный.После использования кожа нежная, мягкая, обновленная.Это настоящая находка для любителей глубокого очищения кожи.Избегайте попадания в глаза. В случае попадания в глаза, промыть большим количеством воды.","Вспеньте средство с водой и нанесите на тело с помощью мочалки или губки.Хорошо помассируйте тело, затем хорошо смойте.",Турция
34,https://goldapple.ru/7291600002-invictus,RABANNE Invictus,12 050₽,4.9,"Туалетная вода Rabanne Invictus — для сильных и уверенных в себе.Освежающий аромат сразу обращает на себя внимание. Впервые Invictus представлен в 2013 году парфюмерами Вероник Ниберг и Энн Флипо.Яркие цитрусовые ноты в составе Paco Rabanne перекликаются с волнующими морскими аккордами. Морские ноты позволят расслабиться, напомнят о лете. Аромат пачули создаст ауру загадочности, амбра образует легкий и запоминающийся шлейф, придает глубину композиции.Стойкость парфюма сохраняется в течение всего дня. Обладатели туалетной воды ставят перед собой цели и всегда их добиваются. Это энергичные мужчины, спортсмены, пребывающие в постоянном движении.Внешний вид товара может отличаться.",нет информации,Франция
35,https://goldapple.ru/19000258595-nina-illusion,NINA RICCI NINA ILLUSION,12 137₽,4.8,"Магия культовых яблочек Nina Ricci, воплощенная в новом аромате Nina Illusion.Уникальные пикантные ноты японского юзу переплетаются с нотами розового перца и поражают с первого вздоха. Игривые ноты ванили в обрамлении бархатистости цветка апельсина создают яркое и роскошное звучание. Завершающий штрих - сливочные ноты ванили и слегка теплые ноты пачули.Шипровая цветочно-фруктовая композиция подарит вам невероятное ольфакторное наслаждение и окунет в чудесный мир Nina Ricci.Парфюмеры: Оливье Кресп, Николя Бонневиль.","Нанести на кожу, избегая попадания в глаза.",Испания
36,https://goldapple.ru/19760300399-203-framboise-vanille-mure,"BON PARFUMEUR PARIS! 203 – framboise, vanille, mûre",5 042₽,4.7,"Малина, ваниль, ежевика – три характерные ноты композиции 203 от Bon Parfumeur. Фруктовый аромат с тонкими древесными нотами напоминает о лете, неторопливых, беспечных днях и праздничной атмосфере. Искрящиеся цитрусовые ноты, ягоды и фруктовая яркость груши идеально переплетаются в верхних нотах. Красоту этого сочетания усиливают жасмин и роза, для которых композиция становится местом встречи. В сердце аромата гармонируют солнечный и цветочный аккорды, делающие аромат изысканным и многогранным. В базе объединились яркие древесные ноты, ваниль амбра и мускус. Верхние ноты: груша, ягоды, нероли. Ноты сердца: жасмин, роза, солнечный аккорд. Базовые ноты: ваниль, древесные ноты, мускус, амбра.",нет информации,Франция
37,https://goldapple.ru/19000203048-blue-talisman,EX NIHILO BLUE TALISMAN,43 000₽,4.7,"Созданный как гипнотическая драгоценность, BLUE TALISMAN воплощает в себе лучшее ноу-хау EX NIHILO в виде ольфакторного творения.Передовой аромат, символизирующий бесконечную духовную энергию, выраженную тонкой свежестью груши и бергамота, смягченной абстрактными мускусными и амбровыми нотами.Это творение воплощает авангардный и неповторимый дух Дома в завораживающих и многочисленных гранях.",для наружного применения,Франция
38,https://goldapple.ru/19000331477-sago,STEREOTYPE Sago,8 700₽,4.4,"SAĜO. Смотри глубже. Чувствуй тоньше.Всё началось с чистого листа. Пустого, бесконечно открытого. Он ждал смыслов, но они не приходили сразу. Были вопросы, сомнения, поиск. Но постепенно появились линии. Связи. Ответы.Всё началось с чистого листа… Но теперь ты видишь суть.Ты не боишься смотреть вглубь. Ты принимаешь разные точки зрения, исследуешь их, собираешь свою картину мира, кусочек за кусочком. Твоя сила — в знании. В интуиции. В глубоком понимании того, что скрыто за поверхностью.SAĜO — поглощающий и медитативный. Медовая амбра согревает, создавая ощущение мягкого пледа на плечах, а влажный мох приносит прохладное дыхание леса после дождя. Игра контрастов — как в глубоких размышлениях. Аромат на коже станет проводником в мир тонких ощущений и осознанности.*Saĝo (sah-joe) - на языке эсперанто означает «мудрость».FLOW, UNFRAME, SAĜO, BRACE — как и люди, ароматы первой коллекции STEREOTYPE похожи, но несравнимы. Они принадлежат одной «ароматной вселенной» — мускусной, древесной, амбровой, пряной — но звучат по-разному. Они говорят на одном языке, но разными голосами. И каждый находит среди них тот аромат, что звучит в унисон с его внутренним миром.Парфюмер: Bertrand Duchaufour.",нет информации,Франция
39,https://goldapple.ru/19000154587-white-tea-eau-de-toilette,KORRES White Tea,6 990₽,4.5,"Туалетная вода White Tea - сладкий, нежный, свежий, бодрящий и в то же время чувственный аромат. Идеальное дополнение Вашего образа нотками изысканности, элегантности и очарования!Композиция:В верхних нотах головокружительный аромат бергамота способен покорить буквально с первого знакомства: в нем уживается свежесть цитруса, легкость и теплота цветочного букета в сочетании с обволакивающими смолисто-древесными нотами.В сердце нежный аромат белого чая, элегантность которого дополняется букетом свежих пионов, фрезий и обволакивающего жасмина.Фрезия - это цветок с нежным и притягательным ароматом, который завораживает своей красотой и элегантностью, сочетая в себе цветочные, фруктовые и пряные ноты.Парфюмерное путешествие завершается древесной, слегка землистой ароматной смесью кедра и дубового мха.Содержит 88% натуральных компонентов.Дерматологически протестировано.Korres – бренд натуральных средств ухода за кожей и парфюмерии, содержащих до 99% компонентов природного происхождения.Все парфюмерные композиции бренда – это яркие и чувственные ароматы, сочетающие в себе сочные природные ноты натуральных компонентов, что обеспечивает высокую стойкость ароматов и дарит яркое настроение и эмоции на долгое время.Дополните свой образ парфюмерными композициями Korres и обретите еще большую притягательность и уверенность в себе!","Распылите на расстоянии примерно 20 см. от кожи, уделив особое внимание таким зонам, как запястья и шея.",Греция
40,https://goldapple.ru/19000311989-purifying-candle,AMAN Purifying candle,8 897₽,4.9,"Заряжающая свеча освежает разум, придает силы, настраивает на легкость и новый старт. Нота герани обогащает розу в сердце композиции, плавно смягченной сандаловым деревом.Сделано на основе комбинации натурального и минерального восков для лучшего горения.Свеча индивидуально налита в сосуд из черного стекла, который был выдут и вырезан вручную.",Время горения 40 часов.Не жечь больше 4 часов за один раз.,Португалия
41,https://goldapple.ru/19000010695-les-eaux-d-un-instant-immense-peony,ANGEL SCHLESSER LES EAUX D’UN INSTANT Immense Peony,9 465₽,4.6,"Нежность лепестков пиона воплощена в аромате Immense Peony, посвященном свободе, безмятежности и ощущению блаженства. Цветочно-фруктовая композиция ANGEL SCHLESSER с идеальной гармонией нот сладкой клубники и изысканного пиона расслабляет, словно умиротворяющий момент дня, когда солнце тает над горизонтом и морем, окрашивая закатное небо в розовый цвет. Чарующий аромат ласкает, будто бархатный песок и прибрежные волны, благодаря мягкой базовой ноте мускуса. Парфюмер – Ane Ayo.Ключевые ноты: клубника, пион, мускус.",Только для наружного применения.,Италия
42,https://goldapple.ru/19000132695-jiffy-toasted-bread,24.GRAMS Jiffy Toasted Bread,1 090₽,3.2,"Аромасвеча Jiffy в гипсовом стакане с невероятным ароматом ""Теплый хлеб"", который пробуждает желание откусить корочку свежеиспеченного горячего хлеба. Этот гурманский аромат создаст атмосферу тепла и уюта в вашем пространстве.Характеристики:Размер: 7*7см.Вес общий: 430 гр. Объем свечи: 120 млВремя горения: 30 часов","Чтобы использование приносило только радость, прочитайте эти рекомендации перед использованием:- Берегите свечи от детей и животных! Не оставляйте зажженные свечи без присмотра.- Не оставляйте свечу зажжённой более 3-х часов подряд. После 3-х часов горения необходимо потушить свечу и дождаться полного застывания воска. В этом случае свеча будет гореть дольше и не будет перегреваться.- Прекратите использование свечи после того, как в стакане осталось менее 1,5 см воска. Использование свечи с меньшим количеством воска может привести к перегреву стакана и стакан может лопнуть.- Оптимальная длина фитиля от 3 до 5 мм. Перед повторным использованием рекомендуем подрезать фитиль. Так свеча не будет коптить и пламя будет аккуратным. Фитиль можно обрезать обычными ножницами.- Натуральный воск очень подвержен изменению температуры, поэтому не перегревайте и не переохлаждайте свечу при хранении.Не оставляйте свечу на сквозняке рядом с вентилятором или кондиционером (это также может привести к отслоению воска от стенок стакана.",Россия
43,https://goldapple.ru/19000082716-sea-breeze,BYBOZO Sea Breeze,17 490₽,4.6,"Словно облако наслаждения и неземного счастья. Это очень личный и интимный эликсир духа блаженства и превосходства. Аромат для избранных! Фужерный «Морской бриз» получился свежим и воздушным, мягко переходящим в теплоту, поднимая настроение. Это будто солнечные лучи погрузились в морские волны. Аромат призван дарить ощущение уединения личности с природой. С первых секунд аромат будоражит звонким сочетанием яркого спелого лимона и одновременно теплого и холодного розового перца. Моментально в композиции появляется экзотика в виде карамболы. Аромат из цитрусовой свежести плавно переходит в категорию нежности и душевного равновесия.И вот наступает та самая загадка этого волшебства: морская соль, тиаре и помело. Три этих ингредиента на коже создают такой необычный интимный ансамбль, что никто не останется равнодушным!Завершающими нотами являются теплые мягкие оттенки ванили, ветивера и амбры. А минеральный аккорд отвечает за современность в этом произведении искусства!Игра и переливы нот гарантировано придадут душевную радость своему обладателю. Вы почувствуете дух свободы. Перенесетесь мысленно на южный берег, где теплый морской воздух смешивается с брызгами соленой воды и теплым песком. Это ли не блаженство?",нет информации,Франция
44,https://goldapple.ru/19000125956-butterfly-mind,STATE OF MIND Butterfly Mind,4 581₽,4.2,"Мобильная версия спрея создана, чтобы любимый аромат всегда был под рукой! Невесомый цветочно-фруктовый аромат Butterfly Mind вызывает ассоциации с природой, молодостью и лёгкостью. На его создание вдохновила красота весны и вечного начала. В этом светлом, романтичном и многогранном аромате нежность белого чая и цветков сакуры гармонирует с фруктовыми нотами фейхоа. Украшают праздничный букет чувственные вишня и мускус.",Только для наружного применения.,Франция
45,https://goldapple.ru/90150600001-black-pepper-amber-neroli,"ZIELINSKI & ROZEN Black Pepper, Vetiver, Neroli, Amber",1 650₽,4.7,"Универсальные кремы для рук подходят для использования в любое время года и в любом климате. Благодаря легкой текстуре средство быстро впитывается, а обогащенная натуральными маслами формула надолго оставляет кожу мягкой и нежной.Тюбик удобного travel-формата поместится даже в очень маленькой сумке или кармане.Ароматы продукции Zielinski&Rozen изменили свое наименование без изменения состава.",Выдавите небольшое количество крема на руки и равномерно распределите на коже.,Израиль
46,https://goldapple.ru/83430100019-mango-skin,VILHELM PARFUMERIE Mango skin,27 500₽,4.7,"Эта композиция – средоточие удовольствий! Во вкусе манго для меня есть все: флирт, любовь, игра, солнце, радость и, главное, ощущение бесконечного счастья.  Я задумал создать аромат, который стал бы источником удовольствия для каждого, кто нанесет его на кожу или просто от кого-нибудь услышит.",нет информации,Швейцария
47,https://goldapple.ru/19000244389-35-sm-olivkovyj-2-stuki,"ALDE CANDLES 35 см оливковый, 2 штуки",450₽,4.9,"Свеча коническая 35 см , 2 шт в упаковке, Оттенок: №16 оливковый. Вес упаковки 190 гр. Размер упаковки: 36*5*2,5.",нет информации,Россия
48,https://goldapple.ru/19000220509-queening,MIND GAMES QUEENING,25 720₽,4.6,"Коллекция soulmate воплощает силу и единство пешек, коллективную уверенность и стремление поддерживать друг друга. По характеру пешка — решительная, амбициозная и бесстрашная фигура.Каждый аромат продуман, чтобы вы могли носить его самостоятельно или наслаивать с другими, создавая неповторимую композицию. Дизайн флаконов изящен, современен и сдержан — тонкие детали намекают на защитный слой брони. Разожгите страсть и откройте в себе лучшее с soulmate.Queening — празднование достижения своих целей. Эта изысканная композиция сочетает в себе королевский аромат ириса со сладостью ванили, создавая бодрящее начало, за которым следуют выдержанный ром и шафран.Этот пленительный аромат наделяет силой всех нынешних и амбициозных королев.",Распылите на кожу с расстояния 20-30 см.,США
49,https://goldapple.ru/19000196127-divino-bianco-90-anniversario,WALLY 1925 Divino Bianco - 90° anniversario,12 380₽,5,"Украсьте ваш дом теплыми и золотыми красками осени, впустив в него горько-сладкий аромат DIVINO BIANCO. Свежие и фруктовые начальные ноты сменяются цветочным и древесным сердцем с зеленым и мускусным шлейфом.","Окуните все палочки во флакон;для более интенсивного распространения аромата переворачивайте палочки несколько раз в день. Регулировать аромат можно уменьшая или увеличивая число палочек.Палочки играют основную роль в интенсивности ароматизации, чем больше палочек, тем аромат насыщеннее.Для достижения лучших результатов, флакон не стоит никогда выставлять на прямой солнечный свет или ставить рядом с источниками тепла, так как под его воздействием происходит испарение аромата.",Италия
50,https://goldapple.ru/80130500011-in-red,ARMAND BASI In RED,13 995₽,4.5,"Парфюмерная вода Armand Basi In RED для женщин открывает чудесный мир цветочных красок, наполняя воздух ароматом страсти, женственности, блеска. Благодаря весеннему каламбуру цветов, чувствуется свежесть розы, теплота ландыша, нежность фиалки, сладострастие жасмина. В парфюмерной воде присутствуют сердечная свежесть цитрусовых, яркость бергамота и праздничность мандарина. Вместе с кардамоном запахи наполняют пространство позитивом, создают уют, гармонию, дарят силу. Armand Basi удовлетворит разные запросы потребителей, вызывая только приятные чувства. Казалось, сам аромат предназначен для создания приятных воспоминаний. In RED для женщин с базовыми древесными нотами дарит усладу амбры, мха, дерева, которые в сочетании с цветочными запахами создают удивительный аромат удовольствия.",Только для наружного применения.,Италия
51,https://goldapple.ru/19000092693-olympea-solar,RABANNE olympea solar,12 352₽,4.7,"#IamOlympea для страстных и самоуверенных. Olympea Solar – новая парфюмерная вода Paco Rabanne – озаряет всё вокруг своим светом и будто становится с ним одним целым.Композиция раскрывается бодрящим цитрусовым звучанием: искрящиеся аккорды мандариновой цедры и апельсина одновременно успокаивают и ослепляют, словно тёплая улыбка. Верхние ноты резко сменяются солнечным аккордом иланг-иланга, а также сладких и опьяняющих белых цветов в дуэте с экзотической чувственной гарденией в сердце. Минеральные аккорды дубового мха придают звучанию аромата ощущение непобедимости, которое подкрепляется нотами бензоина в базе.Веганский, состоящий на 90% из ингредиентов натурального происхождения, этот аромат находится в полной гармонии с природой – как и современная героиня Olympea.Роскошный стеклянный флакон Olympea Solar триумфально возвышается на пьедестале, он облачён в золото и украшен изысканным колпачком. Аромат словно напоминает: «Ты – богиня сегодняшнего дня. И всегда помни об этом!»",нет информации,Франция
52,https://goldapple.ru/19000222794-angelys-pear,NICOLAI PARFUMEUR-CREATEUR PARIS ANGELYS PEAR,6 475₽,4.7,"Вихрь лепестков, фруктов и специй создает элегантную смесь эссенций. Разнообразная коллекция EAU DE TOILETTE предлагает изящный баланс свежести, деликатности и интенсивности.Свежая и сочная нота груши подчеркнута букетом из розы и жасмина, который подсвечивается дубовым мхом. Благодаря красоте света, чистоте воздуха и спокойному, безмятежному настроению Angelys Pear прекрасно иллюстрирует легендарную французскую долину Луары в нежном цветении.Сладкий, свежий аромат с ярким сердцем, долгим шлейфом и приятным намеком на шипр.",Только для наружного применения.,Франция
53,https://goldapple.ru/26730700002-blanche,BYREDO Blanche,38 180₽,4.6,"Аромат посвящен возлюбленной. Символ чистоты и возвышенности. Blanche также передает понимание Беном Горхемом классической красоты. Аромат чистоты – простой по структуре, но экстремальный по характеру. Композиция: белая роза, розовый перец, альдегид, фиалка, нероли, пион, белое дерево, сандал, мускус.",нет информации,Франция
54,https://goldapple.ru/19000080183-in-france-lime-basil-body-wash,JMELLA in france Lime & Basil Body Wash,941₽,4.4,"Гель для душа с ароматом мандарина, базилика и ветивера мягко очищает кожу, делая её нежной и ухоженной. 25 растительных экстрактов увлажняют и смягчают, придают сияние. Масла авокадо, оливы, камелии и арганы питают. Кожа становится бархатистой и увлажненной.","Нанесите немного геля на ладони или мочалку, вспеньте и распределите легкими массирующими движениями, затем смойте теплой водой.",нет информации
55,https://goldapple.ru/19000026658-blanche-bete,LIQUIDES IMAGINAIRES BLANCHE BÊTE,27 657₽,4.8,"Эта композиция – новый «зверь» в коллекции Les Eaux de Peau, посвященной благородным анималистичным и чувственным нотам.Аромат BLANCHE BÊTE – удивительный, магический и завораживающий, словно белый единорог из средневековых легенд. На картинах это мифическое существо часто изображали радом с девушкой в благоухающем саду – и теперь аромат нежных цветов жасмина и туберозы из сказочного сада воплощён в изысканной композиции.Эта парфюмерная вода – отражение любви и тайны, способности фантазировать и творить. Дайте волю воображению и погрузитесь в сказочную историю с волшебным сочетанием нот амбретты, сладкой ванили, чарующего мускуса, какао и бобов тонка, окутанных мечтательной дымкой ладана.Парфюмер – Луиза Тёрнер.",нет информации,Италия
56,https://goldapple.ru/19000257721-imagine-me,FOR ME BY GOLD APPLE Imagine me,2 800₽,4.1,"Мы давно мечтали создать продукт, который бы передавал твое настроение без слов. Парфюмерная коллекция FOR ME — это ароматы, с которыми ты можешь подчеркнуть то, что хочешь прямо сейчас. Парфюмерные композиции были произведены во Франции.IMAGINE ME — это история о том, что будет, если легкость, размеренность и свежесть раннего утра воплотить в аромате. Его открывают прозрачные ноты альдегидов, нежный цветок цикламена и запах только что постиранного хлопкового белья — такое сочетание создает ощущение приятной прохлады на рассвете. В сердце аромата слышны аккорды сочного плода инжира и пудровой фиалки. Бархатный деликатный шлейф добавляет композиции глубину и погружает в атмосферу гармонии — здесь можно разгадать благородную ноту акигалавуда, едва ощутимую сладость амброксана и легкость белого мускуса.Удобная travel-версия объемом 20 мл поместится даже в маленькую сумочку и позволит обновить аромат в любой момент: во время поездки, на работе или перед свиданием.","Распылите на кожу с расстояния 20–30 см.Не подвергать воздействию прямых солнечных лучей.Беречь от источников тепла, огня.",Франция
57,https://goldapple.ru/11950100067-blue-seduction,BANDERAS Blue Seduction,3 354₽,4.8,"Туалетная вода Banderas Blue Seduction с легким свежим ароматом станет великолепным завершением вашего образа. Парфюмерная композиция Blue Seduction раскрывается сочными нотками дыни и черной смородины, которые гармонично дополняют мятная свежесть и изящество бергамота. В сердце туалетной воды от Banderas переливаются оттенки яблока, муската и кардамона, а в шлейфе остаются древесные акценты и чувственная амбра.",нет информации,Испания
58,https://goldapple.ru/19000125257-ganymede,MARC-ANTOINE BARROIS Ganymede,23 500₽,4.6,"Аромат онейрической реальности.Для нового опуса не изменился ни дуэт, ни творческий осмос между Марком-Антуаном Барруа и Квентином Бишем, но пункт назначения находится в другом месте. Создавая элегантную и неожиданную гармонию вокруг квартета из мандарина, фиалки, бессмертника и замши, два коллеги-художника мечтали о новой планете: Ганимед, скалистый спутник Юпитера, открытый в 1610 году Галилеем, сияет и покрыт солеными океанами. Свое название он получил из греческой мифологии: юноша Ганимед был похищен богами, которые были настолько очарованы его красотой, что даровали ему бессмертие.Созданный парфюмером Квентином Бишем, в Ganymede снова используются замшево-кожаные ноты, которые сделали B683 прекрасной классикой. Однако на этот раз художники освободились от традиционных кодов, чтобы увести нас куда-то еще, к блестящей и плавной элегантности. Кожаные ноты становятся мягче, приобретая легкость и нежность при соприкосновении с ароматом фиалки.Запах мандарина приносит живость и кислую сущность, придавая аромату структуру. Противостоя ему, бессмертник является его контрапунктом и поднимает ароматическую гармонию своим двойственным ароматом, то минеральным, то соленым. Вся композиция играет контрастами и противопоставлениями.",нет информации,Франция
59,https://goldapple.ru/19000330339-ambient-fog,BOOMBLOOM ambient fog,2 340₽,4.9,"Аромат Ambient fog — томное, тихое звучание первых минут рассвета после ночного ливня. В нем сочетание слегка тронутых росой травяных нот и землистой древесины. В начале звучат свежие цитрусы, следом — камфорный шалфей. Композиция раскрывается обволакивающим теплом лаванды, мха и бобов тонка.Особую глубину придает интригующая нота амбры.«Обволакивающий туман» из коллекции «Терапия души» — так звучит покой и тишина раннего утра, когда солнце не спешит выглядывать из-за туч. Аромат, который станет идеальным компаньоном, если нужно замедлиться и направить фокус внутрь себя.","Площадь ароматизации свечи весом 185 г — от 15 м². Для ароматизации большего пространства используйте несколько свечей. Не бойтесь экспериментировать и использовать разные ароматы одновременно.Подрежьте фитиль свечи до 5 мм., зажгите оба фитиля и оставьте гореть на 1- 3 часа, пока расплавленный воск не достигнет стенок сосуда. Не жгите свечу дольше трех часов подряд. Подрезайте фитиль перед каждым использованием. Попробуйте эти простые правила, чтобы продлить срок службы свечи.",Россия
60,https://goldapple.ru/19000230980-flame,THE WOODS COLLECTION Flame,10 677₽,4.8,"Парфюмерный набор THE WOODS COLLECTION ""FLAME"": парфюмерная вода + атомайзер.Вечный огонь — это Пламя, неутомимо горящее в парфюмерной воде THE WOODS COLLECTION.Цитрусовые, пряные и амбровые ноты, пронизывающие композицию, подчеркивают её яркий и смелый характер.Флакон градиентного цвета, переходящий от теплого желтого к красному оттенку, напоминает факел, который помогает людям отыскать путь посреди моря.",Только для наружного применения.,Франция
61,https://goldapple.ru/19000244394-42-sm-izumrudnyj-2-stuki,"ALDE CANDLES 42 см изумрудный, 2 штуки",470₽,4.9,"Свеча коническая 42 см , 2 шт в упаковке, Оттенок: №23 изумрудный. Вес упаковки 190 гр. Размер упаковки: 43*5*2,5.",нет информации,Россия
62,https://goldapple.ru/19000006047-very-good-girl,CAROLINA HERRERA Very good girl,13 072₽,4.9,"Carolina Herrera представляет новую парфюмерную воду Very Good Girl c роскошной ольфакторной пирамидой, по-новому раскрывая понятие современной женственности.Very Good Girl – это цветочно-фруктовый аромат. Его композиция открывается дерзкими аккордами красной смородины, которые дополняются экзотическими оттенками личи. В сердце композиции раскрываются кремовые и пудровые оттенки розы, такие же мягкие и бархатистые, как самая соблазнительная в мире красная губная помада.Финальный аккорд в Very Good Girl – легкая вуаль из древесных нот ветивера. Это ключевой ингредиент мужской туалетной воды Bad Boy, а также он является частью ольфакторной пирамиды аромата Good Girl Supreme. Новой композиции Very Good Girl ветивер придает неожиданное и современное звучание, соединяясь с теплыми оттенками ванили.Парфюмерная вода Very Good Girl – это, с одной стороны, сочетание изысканных ингредиентов, высшего уровня парфюмерного мастерства, а с другой стороны – идеальное завершение ежедневного образа.",нет информации,Испания
63,https://goldapple.ru/2617700001-arabians-tonka,MONTALE Arabians Tonka,21 300₽,4.9,"Arabians Tonka предназначен для любителей редких парфюмерных композиций, вариация аромата Arabians, посвященного Арабским скакунам. Загадочный узор из пряностей грациозно переплетается с чарующим звучанием Розы, Бобов Тонка и Бергамота. Аромат демонстрирует свой анималистический, необузданный нрав аккордами Уда, Амбры и Мускуса. Дерзкое, колоритное звучание с легким намеком на женственность.",нет информации,Франция
64,https://goldapple.ru/19000362512-dark-fig,ZIELINSKI & ROZEN Dark Fig,2 690₽,4.3,"Аромат категории унисекс. Долго сохраняется на коже, оставляя легкий шлейф.Раскрываются по системе пирамиды, сначала ноты головы, затем - ноты сердца и, наконец, базовые ноты, которые сохраняются дольше всего.",Распылять на кожу с расстояния 30 см. Для усиления стойкости аромата наносить на разогретое или влажное тело.,Россия
65,https://goldapple.ru/19760343531-toy-2-bubble-gum,MOSCHINO TOY 2 BUBBLE GUM,5 250₽,4.7,"Туалетная вода TOY 2 BUBBLE GUM от MOSCHINO – это жизнерадостный и позитивный аромат для тех, кто хочет видеть жизнь в розовом цвете! Великолепную и многогранную розу окутывают игривые и насыщенные ноты жевательной резинки, одновременно сладкие и пряные. Вдохновляющую и бодрящую композицию, которая заставляет забыть о негативных эмоциях, дополняют засахаренные цитрусы в сочетании с сочным персиком и черной смородиной. Имбирь и корица придают аромату лёгкую остроту, а древесные ноты и нежный мускус делают его элегантным. Культовый флакон в виде плюшевого мишки стал розовым, и теперь TOY 2 раскрывает свои нежные объятия для всех, кто знает: розовый никогда не выйдет из моды!",нет информации,Италия
66,https://goldapple.ru/19000349580-neon-splash,LES SOEURS DE NOE Neon Splash,32 800₽,4.9,Сочный цитрусовый аромат с солирующими нотами грейпфрута.Neon Splash вдохновлен бодрящей свежестью мякоти грейпфрута и совсем не содержит горчинки.Создан для хорошего настроения и танцев до утра.,"Для нанесения на кожу, волосы или одежду.",Франция
67,https://goldapple.ru/83290100014-miel-d-arabie,CHOPARD Miel D'arabie,21 937₽,4.8,"Глубокий и таинственный восточный аромат подойдет и для мужчин, и для женщин. В нем гармонично сочетаются свежие и пряные ноты.Композиция открывается теплым медовым аккордом, сбалансированным ярким аккордом специй. В сердце звучит сочный акцент плодов граната, переходящий в чувственный изысканный шлейф.В нем слышны оттенки пачули и ладана, дополненные изысканным древесным отзвуком кипариса.",Только для наружного применения.,Италия
68,https://goldapple.ru/19000117854-fort-royal,LE COUVENT Fort Royal,13 770₽,4.7,"Восточно-пряный аромат FORT ROYAL, в котором ярко раскрываются ванильно-сливочная грань бензоина и свежий, переливающийся аккорд диких ягод, посвящена богатой экзотической природе Карибских островов.В побег на край света манит амбровое и гурманское звучание изысканной композиции, которая дарит сладкое и тёплое ощущение расслабления.Парфюмерная вода LE COUVENT, разработанная в традициях высокой французской парфюмерии, создана на основе благородных эссенций и посвящена путешествиям знаменитого французского ботаника Луи Фелье.",Только для наружного применения.,Франция
69,https://goldapple.ru/19000161479-eywa-blessings-from-nature,FREESHAPE EYWA Blessings from Nature,21 780₽,4.6,"EYWA — благословение природы и гимн уникальности в смелой, чувственной композиции. Восточно-древесный аромат прославляет силу природы, её позитивную энергию и тех, кто поддерживает равновесие в мире. Горький апельсин, нероли, плюмерия раскрываются в верхних нотах.В нотах сердца проявляются магнолия, абсолют жасмина, петитгрейн. Завершающими аккордами звучат амбра и древесные ноты.Крышка и подставка для флакона сделаны из розового мрамора Эйджин, натурального камня, который идеально подходит аромату. FreeShape — освободите душу и примерьте новый облик.",нет информации,Италия
70,https://goldapple.ru/19000172118-limoncello,MOMACANDLE Limoncello,2 480₽,3.6,"Limoncello так нежно уносит в теплые вечера на Средиземноморье, где за красиво сервированным столом, окруженными лимонными деревьями смакуя яркий и освежающий дижестив, наблюдаешь за игриво настроенными морскими волнами и растворяешься в моменте.","Жгите свечу в поле зрения, вдали от легковоспламеняющихся предметов. Храните вдали от детей и домашних домашних животных.Перед тем как зажечь свечу, подрежьте фитиль до 5 мм.Жгите свечу на жаропрочной поверхности, не жгите свечу более 2-х часов подряд.Время горения 25 часов.",Россия
71,https://goldapple.ru/19000121296-jade,SIGNATURE BY SILLAGE DORIENT Jade,17 794₽,4.7,"В изысканный набор входят парфюмерная вода JADE (100 мл), её миниатюра в тревел-формате (15 мл) и распылитель.Цитрусовая и сладкая композиция SIGNATURE by Sillage d'Orient – это воплощение чистоты, идеальный баланс сладости и тепла. Jade переводится как нефрит, и флакон парфюмерной воды таит ту же магию, что и этот удивительный камень. Согласно китайской пословице, золото ценно, но именно нефрит – бесценен.Неповторимую красоту нефрита и бессмертный дух Востока отражают цитрусовые ноты бергамота, лимона и мандарина, которые окутывают свежестью и сладостью, а затем уступают место теплым нотам ванили, амбры и мускуса.",Распылять на кожу с расстояния 20-30 см.,Франция
